[BiLSTM]

PS C:\Capstone\arm-pose-estimation-main> & C:/Users/bluei/AppData/Local/Programs/Python/Python312/python.exe c:/Capstone/arm-pose-estimation-main/src/wear_mocap_ape/classification/train_gesture_offline.py --csv 6DMG_VXO.csv --model bilstm
Training & evaluation start.
Label distribution across dataset:
  Label 0: 280
  Label 1: 280
  Label 2: 281
Fold 1 | Iter 7 — Val Loss: 1.0869 | Acc: 0.3314 | F1: 0.1659
Fold 2 | Iter 28 — Val Loss: 0.2696 | Acc: 0.9167 | F1: 0.9185
Fold 2 | Iter 35 — Val Loss: 0.7638 | Acc: 0.7440 | F1: 0.7405
Fold 2 | Iter 42 — Val Loss: 0.5888 | Acc: 0.8095 | F1: 0.8094
Fold 2 | Iter 49 — Val Loss: 0.0995 | Acc: 0.9524 | F1: 0.9530
Fold 2 | Iter 56 — Val Loss: 0.0736 | Acc: 0.9583 | F1: 0.9588
Fold 2 | Iter 63 — Val Loss: 0.0489 | Acc: 0.9881 | F1: 0.9881
Fold 2 | Iter 70 — Val Loss: 0.0322 | Acc: 0.9881 | F1: 0.9881
Fold 2 | Iter 77 — Val Loss: 0.0084 | Acc: 1.0000 | F1: 1.0000
Fold 2 | Iter 84 — Val Loss: 0.0139 | Acc: 1.0000 | F1: 1.0000
Fold 2 | Iter 91 — Val Loss: 0.0263 | Acc: 0.9940 | F1: 0.9940
Fold 2 | Iter 98 — Val Loss: 0.0131 | Acc: 1.0000 | F1: 1.0000
Fold 2 | Iter 105 — Val Loss: 0.0067 | Acc: 1.0000 | F1: 1.0000
Fold 2 | Iter 112 — Val Loss: 0.1621 | Acc: 0.9583 | F1: 0.9576
Fold 2 | Iter 119 — Val Loss: 0.0531 | Acc: 0.9762 | F1: 0.9762
Fold 2 | Iter 126 — Val Loss: 0.0274 | Acc: 0.9881 | F1: 0.9881
Fold 2 | Iter 133 — Val Loss: 0.2024 | Acc: 0.9345 | F1: 0.9357
Fold 2 | Iter 140 — Val Loss: 0.0510 | Acc: 0.9821 | F1: 0.9821
Fold 2 | Iter 147 — Val Loss: 0.0607 | Acc: 0.9821 | F1: 0.9821
Fold 2 | Iter 154 — Val Loss: 0.0084 | Acc: 1.0000 | F1: 1.0000
Fold 2 | Iter 161 — Val Loss: 0.0749 | Acc: 0.9762 | F1: 0.9762
Fold 2 | Iter 168 — Val Loss: 0.1159 | Acc: 0.9583 | F1: 0.9582
Fold 2 | Iter 175 — Val Loss: 0.0592 | Acc: 0.9702 | F1: 0.9699
Fold 2 | Iter 182 — Val Loss: 0.0098 | Acc: 1.0000 | F1: 1.0000
Fold 2 | Iter 189 — Val Loss: 0.0051 | Acc: 1.0000 | F1: 1.0000
Fold 2 | Iter 196 — Val Loss: 0.0063 | Acc: 0.9940 | F1: 0.9940
Fold 2 | Iter 200 — Val Loss: 0.0061 | Acc: 0.9940 | F1: 0.9940
Fold 3 | Iter 7 — Val Loss: 0.9393 | Acc: 0.6726 | F1: 0.6181
Fold 3 | Iter 14 — Val Loss: 0.5470 | Acc: 0.7798 | F1: 0.7599
Fold 3 | Iter 21 — Val Loss: 0.5087 | Acc: 0.8393 | F1: 0.8232
Fold 3 | Iter 28 — Val Loss: 0.4539 | Acc: 0.8274 | F1: 0.8092
Fold 3 | Iter 35 — Val Loss: 0.2216 | Acc: 0.9107 | F1: 0.9102
Fold 3 | Iter 42 — Val Loss: 0.0540 | Acc: 0.9821 | F1: 0.9821
Fold 3 | Iter 49 — Val Loss: 0.0261 | Acc: 0.9940 | F1: 0.9940
Fold 3 | Iter 56 — Val Loss: 0.0755 | Acc: 0.9762 | F1: 0.9763
Fold 3 | Iter 63 — Val Loss: 0.0431 | Acc: 0.9881 | F1: 0.9881
Fold 3 | Iter 70 — Val Loss: 0.0176 | Acc: 0.9940 | F1: 0.9940
Fold 3 | Iter 77 — Val Loss: 0.0346 | Acc: 0.9881 | F1: 0.9880
Fold 3 | Iter 84 — Val Loss: 0.0490 | Acc: 0.9881 | F1: 0.9880
Fold 3 | Iter 91 — Val Loss: 0.0217 | Acc: 0.9881 | F1: 0.9880
Fold 3 | Iter 98 — Val Loss: 0.0057 | Acc: 1.0000 | F1: 1.0000
Fold 3 | Iter 105 — Val Loss: 0.0107 | Acc: 0.9940 | F1: 0.9940
Fold 3 | Iter 112 — Val Loss: 0.0222 | Acc: 0.9940 | F1: 0.9940
Fold 3 | Iter 119 — Val Loss: 0.0212 | Acc: 0.9940 | F1: 0.9940
Fold 3 | Iter 126 — Val Loss: 0.0330 | Acc: 0.9881 | F1: 0.9880
Fold 3 | Iter 133 — Val Loss: 0.0412 | Acc: 0.9881 | F1: 0.9880
Fold 3 | Iter 140 — Val Loss: 0.0210 | Acc: 0.9881 | F1: 0.9880
Fold 3 | Iter 147 — Val Loss: 0.0222 | Acc: 0.9940 | F1: 0.9940
Fold 3 | Iter 154 — Val Loss: 0.0341 | Acc: 0.9940 | F1: 0.9940
Fold 3 | Iter 161 — Val Loss: 0.0079 | Acc: 1.0000 | F1: 1.0000
Fold 3 | Iter 168 — Val Loss: 0.0057 | Acc: 1.0000 | F1: 1.0000
Fold 3 | Iter 175 — Val Loss: 0.0091 | Acc: 0.9940 | F1: 0.9940
Fold 3 | Iter 182 — Val Loss: 0.0201 | Acc: 0.9940 | F1: 0.9940
Fold 3 | Iter 189 — Val Loss: 0.0249 | Acc: 0.9940 | F1: 0.9940
Fold 3 | Iter 196 — Val Loss: 0.0344 | Acc: 0.9881 | F1: 0.9881
Fold 3 | Iter 200 — Val Loss: 0.0237 | Acc: 0.9881 | F1: 0.9881
Fold 4 | Iter 7 — Val Loss: 1.0720 | Acc: 0.7619 | F1: 0.7494
Fold 4 | Iter 14 — Val Loss: 2.4868 | Acc: 0.6250 | F1: 0.5341
Fold 4 | Iter 21 — Val Loss: 0.5287 | Acc: 0.8214 | F1: 0.8190
Fold 4 | Iter 28 — Val Loss: 0.1547 | Acc: 0.9286 | F1: 0.9283
Fold 4 | Iter 35 — Val Loss: 0.0563 | Acc: 0.9881 | F1: 0.9881
Fold 4 | Iter 42 — Val Loss: 0.0347 | Acc: 0.9821 | F1: 0.9820
Fold 4 | Iter 49 — Val Loss: 0.0313 | Acc: 0.9821 | F1: 0.9821
Fold 4 | Iter 56 — Val Loss: 0.0306 | Acc: 0.9940 | F1: 0.9940
Fold 4 | Iter 63 — Val Loss: 0.0301 | Acc: 0.9881 | F1: 0.9881
Fold 4 | Iter 70 — Val Loss: 0.0258 | Acc: 0.9821 | F1: 0.9821
Fold 4 | Iter 77 — Val Loss: 0.0082 | Acc: 1.0000 | F1: 1.0000
Fold 4 | Iter 84 — Val Loss: 0.0197 | Acc: 0.9940 | F1: 0.9940
Fold 4 | Iter 91 — Val Loss: 0.0137 | Acc: 0.9940 | F1: 0.9940
Fold 4 | Iter 98 — Val Loss: 0.0311 | Acc: 0.9821 | F1: 0.9821
Fold 4 | Iter 105 — Val Loss: 0.0340 | Acc: 0.9821 | F1: 0.9822
Fold 4 | Iter 112 — Val Loss: 0.0086 | Acc: 0.9940 | F1: 0.9940
Fold 4 | Iter 119 — Val Loss: 0.0164 | Acc: 0.9940 | F1: 0.9940
Fold 4 | Iter 126 — Val Loss: 0.0023 | Acc: 1.0000 | F1: 1.0000
Fold 4 | Iter 133 — Val Loss: 0.0102 | Acc: 0.9940 | F1: 0.9940
Fold 4 | Iter 140 — Val Loss: 0.0091 | Acc: 1.0000 | F1: 1.0000
Fold 4 | Iter 147 — Val Loss: 0.0018 | Acc: 1.0000 | F1: 1.0000
Fold 4 | Iter 154 — Val Loss: 0.0014 | Acc: 1.0000 | F1: 1.0000
Fold 4 | Iter 161 — Val Loss: 0.0021 | Acc: 1.0000 | F1: 1.0000
Fold 4 | Iter 168 — Val Loss: 0.0023 | Acc: 1.0000 | F1: 1.0000
Fold 4 | Iter 175 — Val Loss: 0.0025 | Acc: 1.0000 | F1: 1.0000
Fold 4 | Iter 182 — Val Loss: 0.0019 | Acc: 1.0000 | F1: 1.0000
Fold 4 | Iter 189 — Val Loss: 0.0014 | Acc: 1.0000 | F1: 1.0000
Fold 4 | Iter 196 — Val Loss: 0.0012 | Acc: 1.0000 | F1: 1.0000
Fold 4 | Iter 200 — Val Loss: 0.0018 | Acc: 1.0000 | F1: 1.0000
Fold 5 | Iter 7 — Val Loss: 2.7743 | Acc: 0.5357 | F1: 0.4320
Fold 5 | Iter 14 — Val Loss: 0.6651 | Acc: 0.8274 | F1: 0.8249
Fold 5 | Iter 21 — Val Loss: 0.4432 | Acc: 0.8214 | F1: 0.8090
Fold 5 | Iter 28 — Val Loss: 0.5411 | Acc: 0.8333 | F1: 0.8374
Fold 5 | Iter 35 — Val Loss: 0.1955 | Acc: 0.9345 | F1: 0.9339
Fold 5 | Iter 42 — Val Loss: 0.1267 | Acc: 0.9524 | F1: 0.9516
Fold 5 | Iter 49 — Val Loss: 0.1080 | Acc: 0.9702 | F1: 0.9703
Fold 5 | Iter 56 — Val Loss: 0.0362 | Acc: 0.9940 | F1: 0.9940
Fold 5 | Iter 63 — Val Loss: 0.0321 | Acc: 0.9821 | F1: 0.9822
Fold 5 | Iter 70 — Val Loss: 0.0848 | Acc: 0.9762 | F1: 0.9762
Fold 5 | Iter 77 — Val Loss: 0.0900 | Acc: 0.9405 | F1: 0.9406
Fold 5 | Iter 84 — Val Loss: 0.0387 | Acc: 0.9881 | F1: 0.9880
Fold 5 | Iter 91 — Val Loss: 0.0451 | Acc: 0.9821 | F1: 0.9820
Fold 5 | Iter 98 — Val Loss: 0.0491 | Acc: 0.9821 | F1: 0.9821
Fold 5 | Iter 105 — Val Loss: 0.0293 | Acc: 0.9821 | F1: 0.9821
Fold 5 | Iter 112 — Val Loss: 0.0269 | Acc: 0.9821 | F1: 0.9821
Fold 5 | Iter 119 — Val Loss: 0.0274 | Acc: 0.9881 | F1: 0.9881
Fold 5 | Iter 126 — Val Loss: 0.0304 | Acc: 0.9821 | F1: 0.9820
Fold 5 | Iter 133 — Val Loss: 0.0154 | Acc: 0.9940 | F1: 0.9940
Fold 5 | Iter 140 — Val Loss: 0.0082 | Acc: 1.0000 | F1: 1.0000
Fold 5 | Iter 147 — Val Loss: 0.0197 | Acc: 0.9940 | F1: 0.9940
Fold 5 | Iter 154 — Val Loss: 0.0109 | Acc: 1.0000 | F1: 1.0000
Fold 5 | Iter 161 — Val Loss: 0.0094 | Acc: 0.9940 | F1: 0.9940
Fold 5 | Iter 168 — Val Loss: 0.0105 | Acc: 0.9940 | F1: 0.9940
Fold 5 | Iter 175 — Val Loss: 0.0084 | Acc: 0.9940 | F1: 0.9940
Fold 5 | Iter 182 — Val Loss: 0.0073 | Acc: 0.9940 | F1: 0.9940
Fold 5 | Iter 189 — Val Loss: 0.0082 | Acc: 0.9940 | F1: 0.9940
Fold 5 | Iter 196 — Val Loss: 0.0082 | Acc: 0.9940 | F1: 0.9940
Fold 5 | Iter 200 — Val Loss: 0.0077 | Acc: 0.9940 | F1: 0.9940

CV Summary:
  Fold 1: Loss=0.1016, Acc=0.9763
  Fold 2: Loss=0.0061, Acc=0.9940
  Fold 3: Loss=0.0237, Acc=0.9881
  Fold 4: Loss=0.0018, Acc=1.0000
  Fold 5: Loss=0.0077, Acc=0.9940
  Mean   : Loss=0.0282±0.0374, Acc=0.9905±0.0080

Retraining on full dataset (no validation split)...

Final model trained on all data | Loss: 0.0018 | Acc: 1.0000
Saved final model to offline_gesture_smalltcn.pth
Training & evaluation complete.
